Gene_id	Gene_Symbol	chr	pos	estimate	pvalue	fdr
ENSG00000105369	CD79A	19	41877279	-0,760886769242293	0,135211631174649	0,938195572748852
ENSG00000105370	LIM2	19	51379909	-0,485517835134345	0,407047193539072	0,984558524948183
ENSG00000105371	ICAM4	19	10286955	0,0696685545877899	0,911367051434215	0,996321568821951
ENSG00000105372	RPS19	19	41860255	-0,0204951492531698	0,973906592499586	0,999555859778735
ENSG00000105373	NOP53	19	47745546	0,7775577061217	0,121649494256206	0,928465779262472
ENSG00000105376	ICAM5	19	10289952	-0,0473981325371587	0,939673427500051	0,998765338307121
ENSG00000105379	ETFB	19	51345169	-0,397461670087866	0,507595448275013	0,991424729607108
ENSG00000105397	TYK2	19	10350533	0,201784884068419	0,744833823944397	0,99310702225313
ENSG00000105398	SULT2A1	19	47870467	-0,213252143724945	0,730551179392421	0,99310702225313
ENSG00000105401	CDC37	19	10391133	0,449146049094722	0,447985329646075	0,990272963782988
ENSG00000105402	NAPA	19	47487637	0,482806469537934	0,410067807677696	0,984558524948183
ENSG00000105404	RABAC1	19	41956681	-0,278720011466753	0,649772510431842	0,99310702225313
ENSG00000105409	ATP1A3	19	41966582	0,908792022915672	0,0326099741192565	0,849012238630364
ENSG00000105419	MEIS3	19	47403124	0,291298758587157	0,634421130032283	0,99310702225313
ENSG00000105426	PTPRS	19	5158495	0,0453189430850457	0,942317887041577	0,999260156932842
ENSG00000105427	CNFN	19	42387019	-0,486948461009471	0,405455488311543	0,984558524948183
ENSG00000105429	MEGF8	19	42325609	0,0585980092727724	0,925433417362462	0,996608514517038
ENSG00000105438	KDELR1	19	48382575	0,366391207343942	0,544154627624439	0,991746205611134
ENSG00000105443	CYTH2	19	48469208	0,449385345988448	0,447713127059103	0,990272963782988
ENSG00000105447	GRWD1	19	48445841	0,628176564463476	0,256445097377408	0,96879259009243
ENSG00000105464	GRIN2D	19	48393668	-0,374921031194496	0,53406775182291	0,991746205611134
ENSG00000105467	SYNGR4	19	48364367	0,446653531732845	0,450822767402898	0,990272963782988
ENSG00000105472	CLEC11A	19	50723364	-0,27726445403347	0,651552733654708	0,99310702225313
ENSG00000105479	ODAD1	19	48296457	-0,580533236824153	0,304763582950352	0,982113493014118
ENSG00000105483	CARD8	19	48180770	-0,146021486644677	0,814742505642811	0,993532078360381
ENSG00000105486	LIG1	19	48115445	0,868602389788236	0,0560356772208521	0,888394722243262
ENSG00000105497	ZNF175	19	51571283	-0,683779689502528	0,203030856342261	0,965421393857074
ENSG00000105499	PLA2G4C	19	48047843	0,303367220515773	0,619750141257383	0,99310702225313
ENSG00000105514	RAB3D	19	11322068	0,502412643860402	0,388344042469042	0,984558524948183
ENSG00000105516	DBP	19	48630030	0,603473520662456	0,281224658962609	0,974451076196833
ENSG00000105519	CAPS	19	5912339	0,144625218160292	0,81650141716624	0,993532078360381
ENSG00000105520	PLPPR2	19	11355386	0,534223924402157	0,353708777132824	0,982218422781925
ENSG00000105523	FAM83E	19	48599961	0,510314301096996	0,37966853687331	0,984558524948183
ENSG00000105538	RASIP1	19	48720585	-0,172365838209095	0,781628600655876	0,993532078360381
ENSG00000105550	FGF21	19	48755524	-0,318631904601436	0,601278571957456	0,99310702225313
ENSG00000105552	BCAT2	19	48795062	-0,386932094554131	0,51992791553254	0,991746205611134
ENSG00000105556	MIER2	19	305573	-0,000891423344375117	0,998865004697159	1
ENSG00000105559	PLEKHA4	19	48837097	0,641028019750283	0,24379939339954	0,965421393857074
ENSG00000105568	PPP2R1A	19	52190048	0,588496636703674	0,296536765291466	0,976013485466734
ENSG00000105576	TNPO2	19	12699201	-0,94672025582661	0,0146445295785626	0,832033781075113
ENSG00000105583	WDR83OS	19	12668073	0,946414622109504	0,014770031087708	0,832033781075113
ENSG00000105605	CACNG7	19	53909278	0,278438181642723	0,650117142135841	0,99310702225313
ENSG00000105607	GCDH	19	12891160	-0,503816325751976	0,38679948898904	0,984558524948183
ENSG00000105612	DNASE2	19	12875209	0,509889180115017	0,380134100138243	0,984558524948183
ENSG00000105613	MAST1	19	12833951	-0,239723890666686	0,697723225920252	0,99310702225313
ENSG00000105617	LENG1	19	54155161	0,82795336643717	0,0834190386263829	0,900357690051989
ENSG00000105618	PRPF31	19	54115410	0,401180828236232	0,503254003715143	0,991253956739197
ENSG00000105619	TFPT	19	54107020	0,375816676793245	0,533010769545371	0,991746205611134
ENSG00000105639	JAK3	19	17824780	0,326576711356015	0,591703804932505	0,99310702225313
ENSG00000105640	RPL18A	19	17859910	0,0124691991609383	0,984124133956435	0,999555859778735
ENSG00000105641	SLC5A5	19	17871945	0,159930430496432	0,797241677646056	0,993532078360381
ENSG00000105642	KCNN1	19	17951293	0,078173476261494	0,90056790827089	0,99561231036404
ENSG00000105643	ARRDC2	19	18001132	0,0128084028877002	0,983692280855959	0,999555859778735
ENSG00000105649	RAB3A	19	18196784	0,77185241157347	0,126242778468076	0,928465779262472
ENSG00000105650	PDE4C	19	18207965	-0,621646994670878	0,262935538524137	0,971334316910733
ENSG00000105655	ISYNA1	19	18434388	0,783265798379132	0,117105246330237	0,925502164433081
ENSG00000105656	ELL	19	18442663	0,871433843215317	0,0542582926511005	0,888394722243262
ENSG00000105662	CRTC1	19	18683678	-0,687333910398043	0,199736303176507	0,965421393857074
ENSG00000105664	COMP	19	18782773	-0,401731768228244	0,50261153479731	0,991253956739197
ENSG00000105668	UPK1A	19	35666517	-0,166845942172344	0,788554917200344	0,993532078360381
ENSG00000105669	COPE	19	18899514	-0,709050791714958	0,179942299736187	0,95679425076844
ENSG00000105671	DDX49	19	18919705	0,735599227402468	0,156569044315423	0,95214945453794
ENSG00000105672	ETV2	19	35641745	-0,589610656419894	0,295390553720588	0,976013485466734
ENSG00000105675	ATP4A	19	35550031	-0,642042078770447	0,242808968097344	0,965421393857074
ENSG00000105676	ARMC6	19	19033575	-0,488163453184806	0,404104836411449	0,984558524948183
ENSG00000105677	TMEM147	19	35545600	0,00988505310899958	0,987414164455456	0,999665444408449
ENSG00000105696	TMEM59L	19	18607430	0,0852539526827499	0,891582932772073	0,994509437527354
ENSG00000105698	USF2	19	35268962	0,560222739017663	0,326003834087997	0,982113493014118
ENSG00000105699	LSR	19	35248330	-0,0850525712055218	0,891838408327632	0,994509437527354
ENSG00000105700	KXD1	19	18557762	0,684711532072055	0,202165629429098	0,965421393857074
ENSG00000105701	FKBP8	19	18531751	-0,577884158578298	0,307513108490417	0,982113493014118
ENSG00000105705	SUGP1	19	19276018	0,453622371885341	0,442899564614199	0,990272963782988
ENSG00000105707	HPN	19	35040506	-0,722142676267789	0,168299051644404	0,953991288141329
ENSG00000105708	ZNF14	19	19710472	-0,337266812894395	0,57886447505443	0,99310702225313
ENSG00000105711	SCN1B	19	35030470	-0,0669138827529354	0,914866219258336	0,996321568821951
ENSG00000105717	PBX4	19	19561707	0,734986022540068	0,15709820193915	0,95214945453794
ENSG00000105723	GSK3A	19	42226225	0,527408053006601	0,361063443445044	0,982315289239729
ENSG00000105726	ATP13A1	19	19645198	-0,105208491841253	0,866291921589813	0,994288405662175
ENSG00000105732	ZNF574	19	42068477	0,0854940542522464	0,891278342103066	0,994509437527354
ENSG00000105737	GRIK5	19	41998321	0,681303737749025	0,205334833459403	0,965421393857074
ENSG00000105738	SIPA1L3	19	37907208	-0,24526840484928	0,690874450305708	0,99310702225313
ENSG00000105750	ZNF85	19	20923222	-0,75550931816585	0,139675870744973	0,946030625045734
ENSG00000105755	ETHE1	19	43506719	0,155303282092793	0,803059499179261	0,993532078360381
ENSG00000105767	CADM4	19	43622368	-0,732300619093654	0,159421637969256	0,95214945453794
ENSG00000105771	SMG9	19	43727983	-0,252207554106868	0,682316953711976	0,99310702225313
ENSG00000105778	AVL9	7	32495426	-0,522604271837403	0,366269061801078	0,982315289239729
ENSG00000105784	RUNDC3B	7	87627548	-0,542140968420847	0,345212863787702	0,982113493014118
ENSG00000105792	CFAP69	7	90245174	0,403973861323262	0,49999870946001	0,991253956739197
ENSG00000105793	GTPBP10	7	90335223	0,129337928887518	0,835782124273471	0,993532078360381
ENSG00000105810	CDK6	7	92604921	-0,814563439439062	0,0931455322372243	0,900357690051989
ENSG00000105819	PMPCB	7	103297435	0,838305498300088	0,0761294063285881	0,900357690051989
ENSG00000105821	DNAJC2	7	103312289	0,24552338283906	0,690559729027117	0,99310702225313
ENSG00000105825	TFPI2	7	93885396	-0,27516336293209	0,654123850192259	0,99310702225313
ENSG00000105829	BET1	7	93962762	-0,114933687068332	0,853984707737162	0,993532078360381
ENSG00000105835	NAMPT	7	106248298	0,15375122936875	0,805011897584072	0,993532078360381
ENSG00000105849	POLR1F	7	19695461	-0,547765163463151	0,339208664822477	0,982113493014118
ENSG00000105854	PON2	7	95404862	-0,419983081883791	0,481425616626262	0,991253956739197
ENSG00000105855	ITGB8	7	20330702	0,250494136276485	0,684428507044341	0,99310702225313
ENSG00000105856	HBP1	7	107168961	0,0913947935361834	0,883794741343767	0,994487364820522
ENSG00000105865	DUS4L	7	107563484	0,467129220987901	0,427633156282946	0,987868729026812
ENSG00000105866	SP4	7	21428043	0,574417531763419	0,31112073254273	0,982113493014118
ENSG00000105875	WDR91	7	135183839	0,268790923521898	0,661931622457648	0,99310702225313
ENSG00000105877	DNAH11	7	21543039	0,567173741637463	0,318693694862429	0,982113493014118
ENSG00000105879	CBLL1	7	107743073	0,20728603363604	0,737977628610018	0,99310702225313
ENSG00000105880	DLX5	7	97020396	0,060551969445097	0,922949977253964	0,996608514517038
ENSG00000105887	MTPN	7	135926760	-0,339965951814234	0,575630847682095	0,99310702225313
ENSG00000105889	STEAP1B	7	22419444	-0,164669021948219	0,791288314795298	0,993532078360381
ENSG00000105894	PTN	7	137227341	-0,399225356426573	0,50553570720906	0,991253956739197
ENSG00000105926	PALS2	7	24573268	0,177834018855223	0,774773868861887	0,993532078360381
ENSG00000105928	GSDME	7	24698355	-0,45506735254906	0,441260617578622	0,990067273717668
ENSG00000105929	ATP6V0A4	7	138706294	0,644109729282304	0,240792906605381	0,965421393857074
ENSG00000105939	ZC3HAV1	7	139043515	0,234801842631944	0,703811215615163	0,99310702225313
ENSG00000105948	TTC26	7	139133744	0,371489855628715	0,538120812801997	0,991746205611134
ENSG00000105953	OGDH	7	44606572	-0,298825684967422	0,625264255427683	0,99310702225313
ENSG00000105963	ADAP1	7	897900	0,236330043579535	0,701920206970978	0,99310702225313
ENSG00000105967	TFEC	7	115935148	-0,371889653600869	0,537648243267865	0,991746205611134
ENSG00000105968	H2AZ2	7	44826791	0,57085270439772	0,314841748335612	0,982113493014118
ENSG00000105971	CAV2	7	116287380	-0,51757716320762	0,371735970964267	0,983226469898086
ENSG00000105974	CAV1	7	116524994	-0,172115068362248	0,781943118929758	0,993532078360381
ENSG00000105976	MET	7	116672196	-0,571002124345414	0,31468555512905	0,982113493014118
ENSG00000105982	RNF32	7	156640281	-0,505519226674669	0,384927652081877	0,984558524948183
ENSG00000105983	LMBR1	7	156668946	-0,257138675151439	0,676245482104421	0,99310702225313
ENSG00000105989	WNT2	7	117275451	-0,0638359630287286	0,918776763325288	0,996608514517038
ENSG00000105991	HOXA1	7	27092993	-0,71525915692669	0,174393035511121	0,95679425076844
ENSG00000105993	DNAJB6	7	157335381	0,926143082928028	0,0238259304042631	0,84613740671208
ENSG00000105996	HOXA2	7	27100354	-0,896506074928301	0,0393411130836913	0,860754844376152
ENSG00000105997	HOXA3	7	27106184	-0,343120049131207	0,571856421074561	0,99310702225313
ENSG00000106003	LFNG	7	2512529	-0,189705294405029	0,759916402954059	0,99333514797016
ENSG00000106009	BRAT1	7	2537810	0,333119746306168	0,583839216361336	0,99310702225313
ENSG00000106012	IQCE	7	2558972	0,380876404896789	0,527047422905753	0,991746205611134
ENSG00000106013	ANKRD7	7	118214669	0,666503872163322	0,21925654721171	0,965421393857074
ENSG00000106018	VIPR2	7	159028175	0,272486478663036	0,657401896644575	0,99310702225313
ENSG00000106025	TSPAN12	7	120787320	-0,681553001192577	0,205102553661397	0,965421393857074
ENSG00000106028	SSBP1	7	141738334	0,935085950500606	0,0196592681900884	0,84613740671208
ENSG00000106031	HOXA13	7	27193503	0,496333402961283	0,39505014602376	0,984558524948183
ENSG00000106034	CPED1	7	120988697	-0,610441392978649	0,274173994127375	0,9743470140708
ENSG00000106049	HIBADH	7	27525442	-0,131505406751106	0,833045978113347	0,993532078360381
ENSG00000106052	TAX1BP1	7	27739331	0,405933541754879	0,497717308286443	0,991253956739197
ENSG00000106066	CPVL	7	28995235	-0,268949482262591	0,661737173263617	0,99310702225313
ENSG00000106069	CHN2	7	29146569	-0,185271571375578	0,765461482317739	0,993532078360381
ENSG00000106070	GRB10	7	50590063	-0,660332611356969	0,225135877221737	0,965421393857074
ENSG00000106077	ABHD11	7	73736094	0,436501011478253	0,462420727529881	0,990614509169527
ENSG00000106078	COBL	7	51016212	0,655417493843819	0,229849023680266	0,965421393857074
ENSG00000106080	FKBP14	7	30010587	-0,178011995642412	0,774550877428118	0,993532078360381
ENSG00000106086	PLEKHA8	7	30027404	0,117834893406524	0,850315881423873	0,993532078360381
ENSG00000106089	STX1A	7	73699206	-0,0382774783661867	0,951275504635583	0,999497210238468
ENSG00000106100	NOD1	7	30424527	0,26223885678589	0,669974522279632	0,99310702225313
ENSG00000106105	GARS1	7	30580533	-0,0836148289500642	0,893662477109709	0,994509437527354
ENSG00000106123	EPHB6	7	142855061	0,442878616877441	0,455127573984536	0,990272963782988
ENSG00000106128	GHRHR	7	30938669	0,0907513963631759	0,884610535635563	0,994509437527354
ENSG00000106133	NSUN5P2	7	72947581	0,216772040238322	0,726174330522924	0,99310702225313
ENSG00000106144	CASP2	7	143288215	0,591977498063566	0,292959150321504	0,976013485466734
ENSG00000106153	CHCHD2	7	56101573	-0,779036972324737	0,120466878009847	0,928465779262472
ENSG00000106211	HSPB1	7	76302673	0,200574251309583	0,74634373394542	0,99310702225313
ENSG00000106236	NPTX2	7	98617285	0,679908342964262	0,206636510968992	0,965421393857074
ENSG00000106244	PDAP1	7	99392048	0,767965342155916	0,12940109862685	0,93250661653697
ENSG00000106245	BUD31	7	99408641	-0,300359026164956	0,623401619891224	0,99310702225313
ENSG00000106246	PTCD1	7	99416739	0,54004106069214	0,347461336368216	0,982218422781925
ENSG00000106258	CYP3A5	7	99648194	-0,590527915097273	0,294447654741092	0,976013485466734
ENSG00000106261	ZKSCAN1	7	100015572	0,120131859380049	0,847412069722154	0,993532078360381
ENSG00000106263	EIF3B	7	2354086	0,389584076989189	0,51681620055581	0,991746205611134
ENSG00000106266	SNX8	7	2251770	-0,229534270717474	0,710334827148011	0,99310702225313
ENSG00000106268	NUDT1	7	2242226	0,86745398994427	0,0567616747630369	0,888394722243262
ENSG00000106278	PTPRZ1	7	121873089	-0,102206246446427	0,87009388579094	0,994288405662175
ENSG00000106290	TAF6	7	100106876	-0,312333886216333	0,608887928129093	0,99310702225313
ENSG00000106299	WASL	7	123681943	-0,406391798536155	0,497184132346635	0,991253956739197
ENSG00000106305	AIMP2	7	6009255	-0,366785870178432	0,543687109780605	0,991746205611134
ENSG00000106327	TFR2	7	100620416	0,655037846327128	0,23021418582134	0,965421393857074
ENSG00000106328	FSCN3	7	127591409	-0,734525363765873	0,15749606319061	0,95214945453794
ENSG00000106330	MOSPD3	7	100612102	0,588025500105957	0,297021862597205	0,976013485466734
ENSG00000106333	PCOLCE	7	100602363	-0,0934589973065602	0,881177766139262	0,994486163280164
ENSG00000106336	FBXO24	7	100583982	-0,551850374066225	0,334863944117108	0,982113493014118
ENSG00000106344	RBM28	7	128297685	0,146209432316562	0,81450577405684	0,993532078360381
ENSG00000106346	USP42	7	6104949	0,372700618612495	0,536689916257394	0,991746205611134
ENSG00000106348	IMPDH1	7	128392277	0,208240115693604	0,736789361043447	0,99310702225313
ENSG00000106351	AGFG2	7	100539203	0,186819842702232	0,763524579348219	0,993532078360381
ENSG00000106355	LSM5	7	32485338	0,136223542088025	0,827092735312669	0,993532078360381
ENSG00000106366	SERPINE1	7	101127104	0,683294126668169	0,203482117959849	0,965421393857074
ENSG00000106367	AP1S1	7	101154456	0,608832665834218	0,275797637612072	0,9743470140708
ENSG00000106392	C1GALT1	7	7156934	-0,112611362589512	0,856922382914445	0,993532078360381
ENSG00000106397	PLOD3	7	101205977	-0,0369888249611193	0,952915106715224	0,999509917921462
ENSG00000106399	RPA3	7	7636518	-0,611951028293665	0,272652670813721	0,9743470140708
ENSG00000106400	ZNHIT1	7	101218165	0,0360583911635434	0,954098981357358	0,999509917921462
ENSG00000106404	CLDN15	7	101232092	-0,0349661055738406	0,955488845272761	0,999509917921462
ENSG00000106415	GLCCI1	7	7968796	0,00877539022013782	0,988826969555876	0,999758120992059
ENSG00000106443	PHF14	7	10973336	0,134541078038756	0,829215192695046	0,993532078360381
ENSG00000106459	NRF1	7	129611720	0,426453233540825	0,473961730880571	0,991253956739197
ENSG00000106460	TMEM106B	7	12211270	-0,234805735687831	0,703806397400564	0,99310702225313
ENSG00000106462	EZH2	7	148807257	0,811299154060224	0,0955659359082961	0,901599380414801
ENSG00000106477	CEP41	7	130393771	0,731338208290043	0,160256732232633	0,95214945453794
ENSG00000106479	ZNF862	7	149838375	-0,103726924191692	0,868167990131658	0,994288405662175
ENSG00000106483	SFRP4	7	37905932	-0,52912181300081	0,35921072928177	0,982315289239729
ENSG00000106524	ANKMY2	7	16599779	0,531263647914248	0,356898510710233	0,982218422781925
ENSG00000106526	ACTR3C	7	150243916	-0,0490509216016653	0,937571479766124	0,998397217745362
ENSG00000106536	POU6F2	7	38977909	-0,842934938927761	0,0729368921244621	0,900357690051989
ENSG00000106537	TSPAN13	7	16753755	0,706874511161599	0,181899264647137	0,957302676590038
ENSG00000106554	CHCHD3	7	132784870	0,450428326436022	0,446527155082177	0,990272963782988
ENSG00000106565	TMEM176B	7	150791285	0,556438115781367	0,33000153904553	0,982113493014118
ENSG00000106571	GLI3	7	41960949	-0,43187322683997	0,467728618508375	0,991253956739197
ENSG00000106591	MRPL32	7	42932376	0,361397198607599	0,550077247166399	0,99253149418719
ENSG00000106603	COA1	7	43608456	0,0655724039758364	0,916570491300775	0,996321568821951
ENSG00000106605	BLVRA	7	43758680	0,473364946904986	0,420626225648583	0,987318709417338
ENSG00000106608	URGCP	7	43875894	-0,946496446676154	0,0147363974873766	0,832033781075113
ENSG00000106609	TMEM248	7	66921225	0,097966636205226	0,87546481617106	0,994329773380277
ENSG00000106610	STAG3L4	7	67302621	-0,399274888853528	0,505477885057388	0,991253956739197
ENSG00000106615	RHEB	7	151466012	-0,0378384069884187	0,951834142664584	0,999497210238468
ENSG00000106617	PRKAG2	7	151556124	-0,0693946849763597	0,91171490910674	0,996321568821951
ENSG00000106628	POLD2	7	44114631	-0,195709706008625	0,752414657833489	0,99310702225313
ENSG00000106635	BCL7B	7	73536356	-0,035013321310746	0,955428765140663	0,999509917921462
ENSG00000106636	YKT6	7	44200959	0,210572539131671	0,733885470829388	0,99310702225313
ENSG00000106638	TBL2	7	73567537	0,404479004868632	0,499410429428036	0,991253956739197
ENSG00000106648	GALNTL5	7	151956379	-0,84008422490978	0,0748977699735819	0,900357690051989
ENSG00000106665	CLIP2	7	74289407	-0,894967837243698	0,0402118494988295	0,861416769705196
ENSG00000106682	EIF4H	7	74174231	0,411041171849304	0,491781397459286	0,991253956739197
ENSG00000106683	LIMK1	7	74082933	-0,062083997747005	0,921003008980694	0,996608514517038
ENSG00000106686	SPATA6L	9	4553386	-0,571690390422559	0,313966345120735	0,982113493014118
ENSG00000106688	SLC1A1	9	4490468	-0,40462363043856	0,499242027842359	0,991253956739197
ENSG00000106689	LHX2	9	124001670	0,108877922732385	0,86164670369463	0,994219509170137
ENSG00000106692	FKTN	9	105558122	-0,5890984453184	0,295917423145499	0,976013485466734
ENSG00000106701	FSD1L	9	105447796	-0,0102057167196843	0,987005903467842	0,999555859778735
ENSG00000106714	CNTNAP3	9	39064710	-0,798321761511721	0,105372504502536	0,909236989609004
ENSG00000106723	SPIN1	9	88388430	-0,533250459609843	0,354756921719935	0,982218422781925
ENSG00000106733	NMRK1	9	75060573	0,420124898848594	0,481261752262933	0,991253956739197
ENSG00000106771	TMEM245	9	109015135	-0,585559776551425	0,299563996135178	0,97884183696954
ENSG00000106772	PRUNE2	9	76611376	0,804718980519893	0,100502009483673	0,902285021306335
ENSG00000106780	MEGF9	9	120600811	0,203705219613395	0,742439557009791	0,99310702225313
ENSG00000106785	TRIM14	9	98069275	-0,276071340487794	0,653012554980906	0,99310702225313
ENSG00000106789	CORO2A	9	98120975	0,211357900429076	0,73290802317142	0,99310702225313
ENSG00000106799	TGFBR1	9	99104038	0,000482613613113125	0,999385517286811	1
ENSG00000106803	SEC61B	9	99222064	0,218640174162458	0,723852800694791	0,99310702225313
ENSG00000106804	C5	9	120932987	-0,879976909618466	0,0490064938394324	0,88378255908931
ENSG00000106809	OGN	9	92383268	0,149820750451465	0,809958350885877	0,993532078360381
ENSG00000106819	ASPN	9	92456205	0,333709680014774	0,583131068731066	0,99310702225313
ENSG00000106829	TLE4	9	79571773	0,10682945911839	0,864239673986931	0,994288405662175
ENSG00000106852	LHX6	9	122202577	-0,549173660206674	0,337709115358519	0,982113493014118
ENSG00000106853	PTGR1	9	111549722	0,417468567803138	0,484333009848566	0,991253956739197
ENSG00000106868	SUSD1	9	112040783	-0,47032453940096	0,424039360453543	0,987318709417338
ENSG00000106927	AMBP	9	114060127	-0,885770923032845	0,0455422013400576	0,873438925981161
ENSG00000106948	AKNA	9	114334156	0,576651200970696	0,308794977446751	0,982113493014118
ENSG00000106976	DNM1	9	128191655	0,141997398382154	0,819812723288112	0,993532078360381
ENSG00000106991	ENG	9	127815013	-0,128918077432226	0,836312220277375	0,993532078360381
ENSG00000106992	AK1	9	127866486	-0,569893104773285	0,315845317663877	0,982113493014118
ENSG00000106993	CDC37L1	9	4679559	0,458441667382843	0,437438653145788	0,990067273717668
ENSG00000107014	RLN2	9	5299864	-0,561081152588996	0,32509880185266	0,982113493014118
ENSG00000107018	RLN1	9	5334930	0,767486402717784	0,129791848254001	0,933084884542752
ENSG00000107020	PLGRKT	9	5357971	-0,340703111363583	0,574748296135089	0,99310702225313
ENSG00000107021	TBC1D13	9	128787253	0,251435680752352	0,683268061979619	0,99310702225313
ENSG00000107036	RIC1	9	5629025	-0,555932400922271	0,330536654302551	0,982113493014118
ENSG00000107077	KDM4C	9	6720863	-0,354653072957672	0,558094906605516	0,99310702225313
ENSG00000107099	DOCK8	9	214854	-0,133413457021285	0,830637980313134	0,993532078360381
ENSG00000107104	KANK1	9	470291	0,44825457559324	0,448999711997827	0,990272963782988
ENSG00000107105	ELAVL2	9	23690104	0,521407386366189	0,367568878532413	0,982315289239729
ENSG00000107130	NCS1	9	130172404	-0,189749008622988	0,759861755219655	0,99333514797016
ENSG00000107140	TESK1	9	35605262	-0,129556457207908	0,835506226388749	0,993532078360381
ENSG00000107147	KCNT1	9	135702185	0,20462590459759	0,741291996413328	0,99310702225313
ENSG00000107164	FUBP3	9	130578965	0,744915293255131	0,148594361523619	0,951043825837001
ENSG00000107175	CREB3	9	35732598	0,750691683884347	0,143711443827845	0,947913339947632
ENSG00000107185	RGP1	9	35749287	0,41055675353778	0,492343732286078	0,991253956739197
ENSG00000107186	MPDZ	9	13105706	0,0823505695497411	0,895266630172556	0,994509437527354
ENSG00000107187	LHX3	9	136196250	0,577038125245446	0,308392556612211	0,982113493014118
ENSG00000107201	DDX58	9	32455302	0,373866047665027	0,53531330403056	0,991746205611134
ENSG00000107223	EDF1	9	136862119	-0,144185702758566	0,817055160073127	0,993532078360381
ENSG00000107242	PIP5K1B	9	68705240	-0,134735053512252	0,82897046421829	0,993532078360381
ENSG00000107249	GLIS3	9	3824127	0,398586699182867	0,506281371606522	0,991253956739197
ENSG00000107262	BAG1	9	33247820	0,692426620892784	0,19504222771366	0,965421393857074
ENSG00000107263	RAPGEF1	9	131576770	0,768383799552096	0,129059980769929	0,931473715243864
ENSG00000107281	NPDC1	9	137039463	0,257879156668396	0,675334467188141	0,99310702225313
ENSG00000107282	APBA1	9	69427532	-0,118119825127686	0,849955628686485	0,993532078360381
ENSG00000107290	SETX	9	132261356	0,511762839449288	0,3780832234984	0,983503503535189
ENSG00000107295	SH3GL2	9	17579066	-0,453902337773332	0,442581911762946	0,990272963782988
ENSG00000107331	ABCA2	9	137007234	0,104014302662046	0,867804067728627	0,994288405662175
ENSG00000107341	UBE2R2	9	33817160	-0,0456069481144697	0,941951566808037	0,999260156932842
ENSG00000107362	ABHD17B	9	71862452	0,384343170856716	0,522969265096654	0,991746205611134
ENSG00000107372	ZFAND5	9	72351413	0,663252816547686	0,222348454064905	0,965421393857074
ENSG00000107404	DVL1	1	1335276	0,18314041895202	0,768128515538176	0,993532078360381
ENSG00000107438	PDLIM1	10	95237572	-0,106675287241384	0,86443485000102	0,994288405662175
ENSG00000107443	CCNJ	10	96043394	0,869000800527152	0,0557844961067786	0,888394722243262
ENSG00000107485	GATA3	10	8045378	0,0860964286301467	0,890514203203662	0,994509437527354
ENSG00000107518	ATRNL1	10	115093365	-0,025119725338287	0,968019936258522	0,999509917921462
ENSG00000107521	HPS1	10	98410939	0,141323222380943	0,820662454259304	0,993532078360381
ENSG00000107537	PHYH	10	13277796	-0,264576811731618	0,667102872503357	0,99310702225313
ENSG00000107551	RASSF4	10	44959407	0,4275029419421	0,472753157487868	0,991253956739197
ENSG00000107554	DNMBP	10	99875577	-0,200725126932496	0,74615553987969	0,99310702225313
ENSG00000107560	RAB11FIP2	10	118004916	0,117912983504956	0,850217147174001	0,993532078360381
ENSG00000107562	CXCL12	10	44370165	0,698819597507027	0,189194583252815	0,965421393857074
ENSG00000107566	ERLIN1	10	100150094	0,209157555522148	0,735646962485166	0,99310702225313
ENSG00000107581	EIF3A	10	119033670	0,856335981062625	0,0639393798425256	0,890253562318562
ENSG00000107593	PKD2L1	10	100288149	-0,734992712038543	0,157092426516976	0,95214945453794
ENSG00000107611	CUBN	10	16823966	-0,870138298375953	0,055069307447818	0,888394722243262
ENSG00000107614	TRDMT1	10	17137336	0,401666561431377	0,502687565708861	0,991253956739197
ENSG00000107625	DDX50	10	68901286	0,18916039254715	0,760597631543588	0,993401406665728
ENSG00000107643	MAPK8	10	48306639	0,045400052553008	0,942214721554268	0,999260156932842
ENSG00000107651	SEC23IP	10	119892730	0,204730279568303	0,741161915533971	0,99310702225313
ENSG00000107669	ATE1	10	121709393	-0,837167677776789	0,0769205139182964	0,900357690051989
ENSG00000107672	NSMCE4A	10	121957091	0,59145293530738	0,293497571135835	0,976013485466734
ENSG00000107679	PLEKHA1	10	122374696	-0,13625954820857	0,827047318365576	0,993532078360381
ENSG00000107719	PALD1	10	70478767	-0,541153893501683	0,346269322592502	0,982113493014118
ENSG00000107731	UNC5B	10	71212570	0,964889877653303	0,00785564501331299	0,832033781075113
ENSG00000107736	CDH23	10	71396920	0,581039380504544	0,304238970928275	0,982113493014118
ENSG00000107738	VSIR	10	71747556	-0,459846792947268	0,435849319632518	0,990004736439828
ENSG00000107742	SPOCK2	10	72059034	0,154219228689915	0,804423129261884	0,993532078360381
ENSG00000107745	MICU1	10	72367340	0,254443355764353	0,679563099835365	0,99310702225313
ENSG00000107758	PPP3CB	10	73436433	0,182778978047136	0,768580948388914	0,993532078360381
ENSG00000107771	CCSER2	10	84328586	-0,918114431925043	0,027780328579934	0,84613740671208
ENSG00000107779	BMPR1A	10	86756601	-0,415888353210656	0,486162018553753	0,991253956739197
ENSG00000107789	MINPP1	10	87504875	-0,146545980880368	0,814081882663927	0,993532078360381
ENSG00000107796	ACTA2	10	88935074	-0,0641710904561999	0,91835094070378	0,996561212423061
